,index,City,Country,Lat,Long,Cloudiness,Humidity,Max Temp,Wind Speed
108,108,ginir,ET,7.14,40.71,36,87,285.26,1.63
109,109,yulara,AU,-25.24,130.99,0,22,305.15,2.1
110,110,upernavik,GL,72.79,-56.15,100,67,270.53,5.67
111,111,tuatapere,NZ,-46.13,167.69,100,64,288.15,5.81
113,113,seydi,NE,13.34,7.75,21,18,294.73,3.79
114,114,namibe,AO,-15.19,12.15,93,83,295.78,4.19
115,115,jamestown,AU,-33.21,138.6,98,15,303.33,5.43
116,116,la rioja,AR,-29.41,-66.86,0,56,293.87,1.74
117,117,beloha,MG,-25.17,45.06,0,80,293.5,3.61
119,119,lompoc,US,34.64,-120.46,75,93,282.15,4.53
120,120,cedar city,US,37.68,-113.06,90,100,272.15,1.5
121,121,mahebourg,MU,-20.41,57.7,20,94,298.15,1.5
122,122,san francisco,CO,1.17,-76.88,82,94,282.91,1.59
123,123,tasiilaq,GL,65.61,-37.64,94,68,270.15,6.2
124,124,dobryatino,RU,55.51,41.32,100,85,272.22,4.45
125,125,puerto ayora,EC,-0.74,-90.35,64,90,294.82,1.79
126,126,minab,IR,27.15,57.07,0,66,286.15,1.83
127,127,victor harbor,AU,-35.55,138.62,75,67,290.93,7.2
128,128,duluth,US,46.77,-92.13,90,85,271.48,1.5
129,129,bubaque,GW,11.28,-15.83,0,65,300.86,4.24
130,130,sokoni,CD,-12.89,28.78,94,95,290.13,1.25
131,131,ribeira grande,PT,38.52,-28.7,97,92,290.19,6.62
132,132,geraldton,CA,49.72,-86.95,90,92,264.15,2.1
133,133,carnarvon,ZA,-30.97,22.13,87,25,293.64,1.22
134,134,katangli,RU,51.71,143.23,0,71,261.43,6.24
135,135,barrow,AR,-38.31,-60.23,81,88,288.18,4.12
136,136,rio gallegos,AR,-51.62,-69.22,75,84,282.15,7.7
138,138,cherskiy,RU,68.75,161.3,11,85,240.52,3.22
139,139,indianola,US,40.24,-100.42,90,100,273.15,6.2
140,140,kaitangata,NZ,-46.28,169.85,100,57,287.59,3.58
141,141,bathsheba,BB,13.22,-59.52,75,78,300.15,4.1
142,142,leningradskiy,RU,69.38,178.42,0,87,253.85,2.09
143,143,arraial do cabo,BR,-22.97,-42.02,100,95,295.91,5.48
144,144,klaksvik,FO,62.23,-6.59,100,64,274.15,4.1
145,145,bethel,US,60.79,-161.76,75,92,266.15,3.6
146,146,wattegama,LK,7.35,80.68,100,93,296.49,1.22
149,149,novikovo,RU,51.15,37.89,100,96,276.08,4.22
151,151,progreso,UY,-34.68,-56.22,0,52,294.15,4.1
152,152,padang,ID,-0.92,100.36,14,61,300.89,0.8
153,153,burnie,AU,-41.05,145.91,95,41,291.48,3.58
154,154,koslan,RU,63.46,48.9,100,92,268.83,4.86
155,155,coihaique,CL,-45.58,-72.07,74,57,284.15,3.1
157,157,chadiza,ZM,-14.06,32.43,100,92,292.3,1.34
158,158,vaini,IN,15.34,74.49,20,94,295.15,3.1
159,159,sal rei,CV,16.18,-22.92,75,73,296.15,4.1
160,160,napier,NZ,-39.49,176.92,0,57,298.71,3.13
162,162,san carlos de bariloche,AR,-41.13,-71.31,75,87,280.15,5.1
163,163,dolores,UY,-33.53,-58.22,0,61,293.15,1.79
165,165,wajid,SO,3.81,43.25,65,63,295,4.42
166,166,torbay,CA,47.66,-52.73,90,95,274.82,6.2
167,167,te anau,NZ,-45.41,167.72,67,52,287.91,2.16
168,168,saldanha,PT,41.42,-6.55,94,98,283.56,2.04
169,169,ponoka,CA,52.68,-113.59,90,92,264.26,1.5
170,170,abay,KZ,49.63,72.87,90,76,250.15,1
171,171,qasigiannguit,GL,68.82,-51.19,100,38,270.15,3.1
172,172,campbellton,CA,48,-66.68,27,86,268.7,3.54
173,173,makakilo city,US,21.35,-158.09,1,65,303.15,4.1
174,174,ambon,FR,47.55,-2.56,75,93,284.82,2.1
175,175,samarai,PG,-10.62,150.67,91,81,300.71,2.48
176,176,rafai,CF,4.95,23.92,91,96,293.34,0.31
177,177,sangar,RU,63.92,127.47,100,96,241.43,2.82
178,178,verkhnyaya sinyachikha,RU,57.98,61.67,49,90,264.51,2.71
179,179,kudahuvadhoo,MV,2.67,72.89,99,82,300.56,7.68
180,180,shizunai,JP,42.33,142.37,0,46,271.92,1.67
181,181,ust-kan,RU,50.93,84.77,96,86,255.78,2.91
182,182,salinopolis,BR,-0.61,-47.36,97,79,301,8.33
183,183,ponta do sol,BR,-20.63,-46,100,95,293.25,1.51
184,184,longyearbyen,NO,78.22,15.63,66,58,254.15,13.9
185,185,inta,RU,66.04,60.13,99,81,262.47,3.29
186,186,wuchang,CN,44.93,127.16,0,42,263.45,2.23
190,190,dunedin,NZ,-45.87,170.5,100,66,286.48,5.36
191,191,new norfolk,AU,-42.78,147.06,75,48,289.26,8.2
193,193,maniitsoq,GL,65.42,-52.9,44,55,270.83,4.68
195,195,deputatskiy,RU,69.3,139.9,0,85,243.44,3.23
196,196,santa lucia,IT,41.98,12.66,97,93,287.04,1.5
197,197,uyuni,BO,-20.46,-66.82,100,21,284.8,2.94
198,198,mizan teferi,ET,6.99,35.58,14,89,289.36,1.61
199,199,gladstone,AU,-23.84,151.26,0,48,304.26,5.7
200,200,necochea,AR,-38.55,-58.74,100,85,292.04,2.68
201,201,adrar,DZ,27.87,-0.29,0,41,287.15,2.1
202,202,georgetown,GY,6.8,-58.16,40,88,299.15,1
204,204,narsaq,GL,60.91,-46.05,0,45,268.15,2.6
205,205,grand gaube,MU,-20.01,57.66,20,94,298.15,1.5
206,206,hamilton,CA,43.26,-79.87,90,74,273.71,3.1
207,207,gazojak,TM,41.19,61.4,30,64,271.35,5.49
208,208,ust-maya,RU,60.42,134.54,100,91,249.87,3.54
209,209,santa maria do suacui,BR,-18.19,-42.41,100,92,293.36,0.95
210,210,zhigansk,RU,66.77,123.37,100,95,250.52,9.94
211,211,kangalassy,RU,62.35,129.97,100,74,241.15,1
212,212,vagay,RU,57.94,69.02,70,97,262.96,2.09
213,213,srednekolymsk,RU,67.46,153.71,100,86,241.07,2.23
214,214,luderitz,NA,-26.65,15.16,10,87,289.15,3.1
215,215,hami,CN,42.84,93.51,97,29,271.26,0.96
216,216,san rafael del sur,NI,11.85,-86.44,20,83,300.15,5.1
217,217,aklavik,CA,68.22,-135.01,75,79,270.15,1
218,218,maragheh,IR,37.39,46.24,90,87,280.15,2.1
220,220,perelyub,RU,51.87,50.37,67,93,268.08,6.41
221,221,inongo,CD,-1.93,18.29,33,92,293.93,0.56
222,222,homer,US,59.64,-151.54,90,75,286.15,4.6
223,223,zalantun,CN,48,122.72,0,45,262.56,1.89
225,225,chor,PK,25.52,69.77,0,39,292.35,4.62
226,226,saskylakh,RU,71.97,114.09,100,97,246.26,3.03
227,227,lagoa,PT,37.14,-8.45,0,100,287.59,1
228,228,seymchan,RU,62.93,152.39,100,97,248.75,1.91
229,229,kutum,SD,14.2,24.66,0,29,288.46,2.48
231,231,pedro ii,BR,-4.43,-41.45,2,57,297.63,1.14
232,232,havre-saint-pierre,CA,50.23,-63.6,1,68,272.15,9.8
233,233,kormilovka,RU,55,74.1,40,71,260.15,3
234,234,naron,ES,43.52,-8.15,20,87,286.48,2.1
235,235,sitka,US,37.17,-99.65,100,97,274.82,4.47
236,236,komsomolskiy,RU,67.55,63.78,37,96,251.23,2.34
237,237,juneau,US,58.3,-134.42,90,92,273.71,0.51
238,238,walvis bay,NA,-22.95,14.51,95,88,290.15,3.1
239,239,nanortalik,GL,60.14,-45.24,26,54,274.27,3.72
240,240,karaton,ID,-6.34,106.1,40,66,304.82,1.5
241,241,mahibadhoo,MV,3.78,72.97,100,94,298.01,9.99
242,242,zhaoyang,CN,42.68,126.03,0,65,262.97,0.41
243,243,vardo,US,39.62,-77.74,90,60,278.71,6.2
244,244,lorengau,PG,-2.02,147.27,100,67,302.18,3.06
245,245,omboue,GA,-1.57,9.26,100,96,297.13,1.01
246,246,port blair,IN,11.67,92.75,92,80,301.83,8.17
247,247,taoudenni,ML,22.68,-3.98,31,27,290.22,2.24
248,248,grand forks,US,47.91,-97.06,90,79,269.15,4.1
249,249,ambulu,ID,-8.35,113.61,33,80,300.84,5.4
250,250,lavrentiya,RU,65.58,-170.99,31,65,263.1,1.88
251,251,kaduna,NG,10.52,7.44,0,21,293.37,2.88
252,252,portland,US,43.66,-70.25,1,64,275.93,8.2
253,253,pirgos,GR,35.12,25.72,20,82,292.59,3.1
254,254,east london,ZA,-33.02,27.91,23,86,295.46,9.33
255,255,los llanos de aridane,ES,28.66,-17.92,75,72,293.15,4.6
256,256,votice,CZ,49.64,14.64,40,81,283.15,10.8
257,257,kaiserslautern,DE,49.44,7.77,75,93,283.71,5.7
258,258,nantucket,US,41.28,-70.1,90,70,279.15,14.9
259,259,vanimo,PG,-2.67,141.3,74,75,301.65,4.81
260,260,marsa matruh,EG,31.35,27.25,0,87,284.15,2.79
261,261,kaspiysk,RU,42.88,47.64,40,86,278.15,1
262,262,mount gambier,AU,-37.83,140.78,90,48,290.15,4.6
263,263,port elizabeth,US,39.31,-74.98,1,64,279.26,4.1
265,265,sao felix do xingu,BR,-6.64,-51.99,48,91,295.82,0.79
266,266,cidreira,BR,-30.17,-50.22,0,64,293.96,10.85
267,267,sao filipe,CV,14.9,-24.5,100,84,295.63,4.71
268,268,scarborough,GB,54.28,-0.41,91,93,278.71,3.1
269,269,diffa,NE,13.32,12.61,45,18,296.45,5.19
270,270,provideniya,RU,64.42,-173.23,94,72,265.15,3
271,271,bonavista,CA,48.65,-53.11,100,86,274.26,3.58
272,272,whyalla,AU,-33.04,137.58,23,64,293.15,10.3
273,273,ouesso,CG,1.61,16.05,0,82,294.15,0.65
275,275,la ronge,CA,55.1,-105.3,90,79,266.15,4.6
276,276,snasa,NO,64.25,12.38,100,97,265.4,2.73
278,278,dingle,PH,11,122.67,54,86,299.78,5.55
